SQ1,SQ2,SQ3,SQ5,SQ7,SQ8,Q2_7,Q2_8,Q2_9,Q2_10,Q4_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q12_2,Q14_2,Q17,Q18,Q19,Q20,Q22,Q23,Q28,Q29,Q30,Q31,Q38,Q39,Q41
2,41,40,7,25,1,9,8,9,9,2,10,9,8,7,8,8,9,8,18,24,60,1,3,2,1,2,1,24,6,3,6,7,6
2,42,27,7,25,1,8,9,10,10,1,2,8,8,8,7,5,5,6,6,8,30,1,5,1,1,3,1,8,6,3,1,3,4
2,27,38,7,2,2,7,7,7,8,2,8,8,9,8,9,9,9,10,5,8,7,2,5,1,1,3,5,,,4,2,3,14
1,36,13,8,2,1,8,8,7,7,2,15,8,7,7,7,7,7,7,5,25,7,1,2,3,2,2,1,2,2,2,6,3,11
2,22,37,7,2,2,6,6,5,6,2,9,8,6,5,7,6,7,7,14,27,30,2,5,1,2,3,1,27,2,3,1,1,1
2,30,17,7,25,1,4,5,5,5,3,11,5,5,5,6,5,5,5,18,10,90,1,3,1,1,2,8,,,4,2,7,8
2,36,47,7,7,2,7,8,9,8,1,11,10,9,4,8,10,6,9,18,28,40,1,8,1,4,1,11,,,2,1,8,3
1,54,47,7,24,2,5,6,4,5,4,11,5,6,6,7,6,8,7,18,2,15,1,3,1,1,2,10,,,2,1,4,8
2,36,12,7,3,1,7,6,6,5,2,16,6,6,2,8,4,5,6,5,8,40,2,5,1,1,1,1,8,10,1,1,3,4
2,23,19,7,12,2,8,8,8,8,2,10,7,7,7,7,7,7,7,14,28,7,1,4,1,1,2,1,12,1,4,1,1,1
2,38,35,7,2,2,10,10,10,10,1,2,10,10,9,10,10,10,10,18,28,90,5,2,2,1,2,1,8,6,1,1,4,6
2,29,1,7,25,2,5,7,8,8,2,13,8,7,6,8,7,7,7,18,8,20,3,7,2,1,1,1,25,3,3,6,7,3
2,33,14,7,12,1,9,9,9,9,2,11,9,9,9,9,9,9,9,5,8,90,3,5,1,1,1,1,12,2,4,1,3,14
1,47,8,7,24,2,6,6,6,6,3,1,6,6,6,6,6,6,6,18,26,60,3,10,6,2,1,1,28,,2,1,3,6
2,39,40,7,18,2,5,5,5,5,3,14,5,5,3,6,6,5,6,18,8,30,1,3,1,1,2,1,8,6,1,2,8,5
2,31,14,7,2,2,7,8,8,9,2,11,8,8,5,7,5,9,5,5,25,60,2,8,4,1,2,1,25,6,3,6,7,8
1,28,11,7,25,1,8,10,8,5,3,13,8,6,5,8,6,9,7,5,8,90,1,2,4,1,1,1,8,2,1,4,2,3
1,46,16,7,2,1,4,7,5,4,4,11,7,7,3,5,4,7,5,5,1,14,1,10,7,1,2,5,,,1,2,5,9
2,33,27,7,1,1,5,5,5,5,3,2,6,5,6,6,5,6,6,18,8,30,2,30,3,2,3,5,,,1,2,3,3
1,51,28,7,21,2,7,7,7,7,2,7,7,7,7,7,7,7,7,4,9,14,1,10,5,2,1,1,8,6,3,2,3,8
1,48,37,7,24,2,6,6,6,6,3,6,6,6,6,6,6,6,6,18,2,30,3,5,1,1,2,6,,,3,1,5,3
1,33,27,7,12,2,3,3,3,3,5,19,1,1,1,1,1,1,1,18,28,2,7,1,2,1,2,1,8,2,1,3,3,9
1,40,35,7,2,2,6,6,6,6,3,3,6,5,5,5,5,5,5,18,24,20,2,2,1,3,3,1,2,6,3,1,4,5
2,26,11,7,25,2,8,7,7,7,2,10,7,7,8,8,8,8,8,14,8,14,4,3,1,1,2,1,8,6,1,2,4,5
2,45,40,7,12,2,8,8,8,7,2,11,8,8,7,8,7,7,8,6,8,120,3,3,1,1,1,1,8,6,3,6,8,6
2,31,30,7,2,1,5,5,5,5,3,12,5,5,5,5,5,5,5,4,28,30,4,10,1,1,3,1,28,,1,2,3,4
2,31,4,7,12,2,7,6,6,6,3,11,6,4,5,7,6,6,7,18,24,20,1,2,1,1,2,1,24,6,3,1,3,3
2,36,1,8,12,2,6,8,8,7,2,13,9,8,7,8,8,8,8,18,8,30,1,5,1,1,2,9,,,4,6,8,14
1,30,13,7,14,1,7,7,7,7,2,10,7,7,7,7,7,7,7,18,8,60,3,3,1,1,2,1,8,6,4,1,3,5
2,35,12,7,25,1,5,5,8,8,2,10,7,7,6,8,6,8,7,4,8,10,3,10,3,2,2,2,,,4,1,3,14
1,42,13,7,12,1,6,6,6,6,2,9,6,6,4,6,6,7,7,6,2,14,1,3,1,1,2,1,2,6,3,1,3,8
2,44,40,7,12,1,6,6,5,5,3,13,5,5,5,6,6,6,7,5,25,30,2,3,1,1,2,1,2,6,1,6,3,3
1,44,11,7,12,2,6,6,6,7,3,11,6,6,5,6,6,5,6,18,28,10,3,3,2,1,2,6,,,4,1,3,6
2,36,9,7,12,2,8,8,8,8,2,9,5,5,5,6,5,5,5,18,25,30,1,10,1,1,2,1,28,,1,1,3,4
1,36,14,7,25,2,8,8,8,8,1,7,8,8,8,8,8,8,8,18,28,30,2,4,3,3,1,2,,,3,2,3,8
2,26,11,7,19,2,6,7,6,7,2,9,8,7,9,8,7,8,7,4,28,7,3,2,3,1,2,1,28,,1,5,2,5
2,37,1,7,13,2,5,6,5,5,2,14,6,6,6,5,6,6,7,6,8,30,1,2,2,3,1,1,13,1,2,1,8,14
2,59,13,7,25,1,10,10,10,10,2,19,10,10,1,10,10,10,10,1,8,20,1,5,4,1,2,1,8,1,3,6,2,6
2,31,40,7,2,1,7,6,5,5,3,11,4,2,3,6,1,2,3,18,28,14,1,2,1,1,2,1,2,3,1,4,2,5
1,36,1,7,12,1,8,6,7,7,2,6,6,4,7,7,6,6,8,5,8,14,1,10,5,1,2,1,12,2,4,1,3,5
1,38,28,7,2,2,5,5,5,5,3,7,5,5,5,5,5,5,5,18,25,180,3,2,1,1,2,1,25,3,1,1,3,6
2,28,4,7,2,1,5,5,5,5,2,8,7,6,5,6,6,7,6,4,8,10,1,5,2,2,2,1,8,2,2,1,4,5
1,43,47,7,10,1,5,5,5,5,3,12,5,5,5,5,5,5,5,18,28,30,3,20,1,1,2,7,,,1,1,2,4
2,33,14,7,2,1,8,6,8,7,2,9,7,7,8,7,8,8,7,18,8,100,2,3,1,1,2,1,8,3,3,6,3,9
2,55,14,8,21,2,5,5,5,5,2,10,6,6,6,6,6,6,6,5,8,60,1,3,1,1,2,5,,,4,6,8,5
1,52,11,7,25,1,6,6,6,6,2,6,7,7,7,7,6,7,7,4,28,60,1,20,4,2,2,5,,,2,1,3,4
2,43,3,7,2,2,6,8,8,8,2,10,8,8,6,8,7,7,8,14,25,5,1,3,1,2,2,4,,,2,1,2,3
2,28,9,7,8,2,7,8,8,9,2,2,8,7,8,7,8,7,7,9,2,7,3,5,2,2,2,1,12,2,2,2,8,6
1,33,13,7,2,1,5,5,5,5,3,8,5,5,5,5,5,5,5,18,8,60,1,5,4,3,2,1,2,3,2,4,3,14
2,32,15,7,8,2,7,7,6,6,2,11,7,7,6,7,7,7,7,15,12,14,1,1,1,1,2,1,8,2,3,6,7,5
2,38,21,7,24,2,6,6,6,6,3,3,6,8,6,6,6,6,6,18,28,30,1,2,1,1,3,11,,,1,2,7,5
1,45,35,7,12,2,6,8,6,6,3,11,7,7,7,7,7,7,7,18,8,30,3,5,1,1,2,1,12,3,3,1,3,3
2,36,27,7,25,2,5,7,8,8,2,7,7,8,7,8,8,8,7,6,2,60,1,6,3,3,2,1,25,1,2,6,7,2
2,43,1,7,2,1,8,8,7,7,3,4,5,6,6,6,6,6,6,18,8,7,1,10,2,1,2,1,28,,4,2,7,14
1,32,44,7,24,2,8,8,9,8,2,9,9,9,8,7,8,8,9,18,28,30,4,1,2,2,3,5,,,3,2,3,4
2,25,8,8,25,2,5,6,5,6,3,8,6,6,6,6,6,6,6,18,28,30,3,5,3,1,3,7,,,1,2,7,4
1,44,11,7,21,1,2,2,2,3,3,11,5,4,3,3,3,2,3,18,8,10,1,0,7,1,2,1,8,3,3,6,3,9
2,36,13,7,25,1,8,7,8,8,2,8,7,8,6,7,7,8,7,6,8,20,2,2,2,2,2,9,,,3,6,8,6
1,64,40,7,18,1,5,5,4,5,3,2,5,5,5,5,5,5,5,4,2,1,4,3,1,2,3,2,,,2,1,3,8
2,40,15,7,23,2,5,6,4,5,3,9,5,5,5,7,5,7,6,5,8,100,3,5,1,1,3,1,28,,1,6,8,4
2,38,42,7,2,2,5,5,5,5,2,2,8,5,3,7,5,1,5,18,8,30,1,2,1,1,1,1,28,,1,6,7,6
2,33,27,8,12,1,8,5,7,7,2,10,7,7,7,7,7,6,6,8,25,60,3,5,4,1,2,1,8,6,4,4,3,11
2,45,16,7,12,2,7,7,7,7,3,7,6,6,5,6,6,6,5,10,8,14,1,2,1,1,1,3,,,3,6,8,14
1,53,24,7,21,1,4,4,5,5,4,10,4,5,3,4,4,4,5,18,12,20,3,8,6,1,3,10,,,3,1,3,7
2,31,8,7,25,1,9,8,9,8,1,8,9,9,6,8,6,8,8,5,8,180,1,10,3,1,3,1,8,3,3,2,4,11
2,51,13,7,12,2,9,9,9,9,2,8,10,9,6,9,10,10,9,18,28,999,1,1,1,1,1,1,25,6,4,1,3,10
2,41,14,7,25,1,7,7,5,7,2,2,7,8,7,6,7,6,7,18,8,30,1,2,1,1,2,11,,,4,6,7,7
2,27,38,7,9,1,6,7,6,6,2,9,6,5,6,6,6,6,6,18,2,14,2,4,2,1,2,1,2,1,3,6,8,2
2,38,14,8,25,1,6,6,6,6,2,9,6,6,5,5,5,4,5,18,8,60,2,4,1,1,2,1,8,10,1,6,7,3
2,33,12,8,25,1,8,8,8,8,2,19,8,8,8,7,7,7,7,6,28,40,3,5,1,1,2,1,28,,1,6,7,8
2,26,23,7,25,1,6,6,6,6,2,9,7,7,6,8,8,7,7,4,8,180,1,7,1,1,2,1,8,2,2,6,7,4
2,53,13,7,25,1,8,5,5,8,2,7,8,8,8,8,8,8,8,18,8,20,1,5,1,1,2,1,25,2,4,1,2,2
2,33,12,7,14,2,5,3,5,5,2,5,7,5,5,5,5,5,5,5,8,14,1,2,1,1,2,1,8,10,4,4,9,3
2,34,13,7,9,2,7,7,8,8,2,8,7,7,5,9,7,8,7,18,8,180,1,1,1,1,2,1,2,10,3,2,3,12
1,46,14,7,25,2,5,6,6,8,3,11,6,6,5,6,6,6,6,18,28,2,1,4,1,1,2,1,25,1,1,6,3,6
1,43,24,7,25,2,7,7,7,7,3,10,7,7,9,7,7,7,7,17,8,10,4,3,1,1,2,1,8,2,3,1,4,11
1,44,11,7,25,1,5,7,9,8,2,10,8,6,4,8,7,7,7,4,8,21,1,3,3,2,2,1,8,6,2,1,3,14
2,33,1,7,8,2,5,4,4,4,3,14,7,7,7,7,7,7,7,14,27,30,6,2,3,1,2,1,27,2,3,2,7,14
2,46,34,7,2,2,10,8,10,8,2,11,8,7,5,8,7,8,8,18,8,7,1,2,2,2,1,1,8,3,3,2,7,8
2,26,27,7,12,2,5,5,5,5,3,11,5,5,5,5,5,5,5,18,28,1,6,2,1,1,2,1,8,2,4,1,3,4
1,26,13,7,25,2,6,5,8,6,2,15,6,5,6,6,5,5,8,5,8,40,1,5,3,1,2,1,8,6,1,1,3,5
2,28,14,7,25,2,6,6,6,6,3,9,6,6,5,5,5,5,5,18,8,30,3,1,1,1,2,1,8,2,3,2,2,5
2,51,14,8,2,1,7,7,7,7,2,11,7,6,5,7,7,7,7,5,8,30,1,6,1,1,1,1,8,5,1,2,2,4
2,32,13,7,8,1,5,5,5,5,3,1,5,5,5,5,5,5,5,18,28,60,2,2,1,1,1,1,8,1,1,6,7,5
2,28,27,7,25,2,6,6,6,6,2,9,7,7,7,7,7,7,7,5,8,30,5,2,3,1,2,1,25,1,2,2,3,9
2,32,43,7,24,2,5,5,5,5,2,1,5,5,5,5,5,5,5,3,28,20,3,3,1,2,2,1,28,,2,1,3,2
2,23,13,7,9,1,2,4,9,9,2,9,7,7,7,7,7,8,6,13,1,30,1,5,4,1,1,2,,,1,1,3,3
2,42,13,7,2,2,7,7,7,7,3,9,7,7,7,7,7,7,7,18,8,30,1,2,1,1,2,1,2,2,1,5,3,5
2,28,14,7,12,1,6,8,10,8,2,9,6,7,8,7,6,7,8,5,2,20,2,5,1,1,1,1,2,3,4,2,3,7
2,35,13,7,25,1,10,8,8,8,2,7,8,8,8,8,8,8,8,18,28,60,1,3,1,2,2,5,,,2,6,2,7
2,40,46,7,25,2,8,8,7,8,2,13,9,3,4,7,6,6,7,18,2,30,3,5,1,1,2,5,,,1,2,3,6
1,48,14,7,24,1,6,6,6,6,3,9,6,5,5,6,6,6,6,18,28,40,2,2,1,1,2,1,24,5,4,6,3,11
2,36,40,7,25,1,10,10,10,10,2,15,5,5,5,5,5,5,5,18,8,30,1,10,2,1,3,1,28,,4,1,3,4
2,28,13,7,2,2,5,7,8,7,2,9,8,7,7,8,7,7,7,18,8,90,5,10,1,1,2,1,8,10,1,2,3,6
1,44,27,7,11,1,5,5,5,5,3,9,5,5,5,5,5,5,5,18,28,10,3,2,1,1,3,1,28,,3,1,3,3
2,25,27,7,12,2,4,5,5,6,3,19,6,7,7,8,4,5,9,18,2,20,1,5,1,1,2,5,,,3,6,7,5
2,32,23,7,27,1,8,8,8,8,2,7,7,8,8,8,8,8,8,18,28,25,3,5,3,1,2,1,28,,1,1,3,3
1,46,22,7,24,1,6,7,7,7,2,7,7,6,5,8,6,7,7,18,2,14,2,5,1,1,2,11,,,4,6,3,6
2,39,12,7,11,2,5,6,6,6,3,5,8,7,8,7,8,7,7,18,12,30,1,5,1,1,2,1,12,6,3,1,8,2
1,43,13,7,4,2,5,5,5,5,3,11,5,5,5,4,5,4,6,6,28,7,1,4,3,1,2,1,8,3,5,6,3,9
2,54,21,7,21,2,5,5,5,5,3,13,5,5,5,5,5,5,5,5,8,30,3,1,2,1,2,1,28,,1,1,8,14
1,48,8,7,2,1,6,6,6,6,3,10,6,6,5,5,4,5,6,6,8,30,1,3,1,2,2,1,8,2,3,6,3,8
2,56,14,8,24,2,6,8,6,7,3,15,8,6,5,6,6,8,8,13,8,40,1,5,4,1,1,1,24,4,3,6,3,7
2,27,11,7,8,2,10,8,9,10,3,19,6,7,7,8,7,8,8,18,28,30,1,5,2,3,2,1,8,1,2,1,3,3
2,45,14,7,21,2,7,7,7,6,2,17,7,7,7,7,7,7,6,5,14,180,1,10,1,1,2,2,,,3,1,3,4
2,37,22,7,12,2,7,5,5,6,2,13,7,8,6,7,5,7,7,5,25,90,2,2,1,2,1,1,28,,3,6,7,4
